BRAHMS,COLLECTOR,NUMBER,SPECIES,COUNTRY,MAJORAREA,LOCNOTES,LLRES,QDS,LATDEC,LONGDEC,updatedProv,Check
260260,"Galpin, E.E.",9634,Dichilus strictus E.Mey.,South Africa,Transvaal,PIET RETIEF DIST,,,0,0,Mpumalanga,y
260265,"Pole-Evans, I.B.",18912H,Dichilus strictus E.Mey.,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
260284,"Flanagan, H.G.",1478,Herniaria erckertii Herm. subsp. erckertii,South Africa,Transvaal,VAAL RIVER; HEBRON,,,0,0,,
260745,"Galpin, E.E.",9291,Heliophila rigidiuscula Sond.,South Africa,Transvaal,RIVERSIDE,,,0,0,,
260746,"Wilms, F.",21,Heliophila rigidiuscula Sond.,South Africa,Transvaal,LYDENBURG DIST; NR TOWN,,,0,0,Mpumalanga,y
260748,"Codd, L.E.W.",10136,Heliophila rigidiuscula Sond.,South Africa,Transvaal,BRONKHORSTSPRUIT DIS; SPITSKOP FARM 11 MI NE OF BRONKHORSTSPRUIT BESIDE WILGE RIVER,,,0,0,Gauteng,y
260750,"Marais, W.",73,Heliophila rigidiuscula Sond.,South Africa,Transvaal,LYDENBURG DIST; 11.5 MI SE OF LYDENBURG ON RD TO NELSPRUIT,,,0,0,Mpumalanga,y
260751,"Codd, L.E.W.",7621,Heliophila rigidiuscula Sond.,South Africa,Transvaal,LYDENBURG DIST; 4 MI S OF TOWN,,,0,0,Mpumalanga,y
260752,"Gilfillan, D.F.",7157,Heliophila rigidiuscula Sond.,South Africa,Transvaal,MIDDELBURG DIST.; WITBANK STA.,,,0,0,Mpumalanga,y
260753,"Devenish, N.J.",1409,Heliophila rigidiuscula Sond.,South Africa,Transvaal,PIET RETIEF DIST; MOOIHOEK,1dg,2730,-27.5,30.36666,Mpumalanga,y
260754,"Smuts, J.C.",2364,Heliophila rigidiuscula Sond.,South Africa,Transvaal,LYDENBURG,,,0,0,Mpumalanga,
260756,"Sidey, J.L.",1943,Heliophila rigidiuscula Sond.,South Africa,Transvaal,PIET RETIEF DIST,,,0,0,Mpumalanga,y
260759,"Killick, D.J.B.",2560,Heliophila rigidiuscula Sond.,South Africa,Transvaal,PILGRIMS REST DIST.; MAUCHSBERG,,,0,0,Mpumalanga,y
260761,"Schlechter, F.R.R.",3780,Heliophila rigidiuscula Sond.,South Africa,Transvaal,BOTSABELO,,,0,0,,
260762,"Moss, C.E.",4394,Heliophila rigidiuscula Sond.,South Africa,Transvaal,WITPOORTJIE KLOOF,,,0,0,,
260764,"Marais, W.",15,Heliophila rigidiuscula Sond.,South Africa,Transvaal,LYDENBURG DIST; 14.5 MI NE OF DULLSTROOM,,,0,0,Mpumalanga,y
260766,"du Plessis, C.J.",583,Heliophila rigidiuscula Sond.,South Africa,Transvaal,MIDDELBURG; DOORNKOP 273 BOKANT EERSTEKAMP,1dg,2529,-25.5,29.36666,,
260782,"Davison, J.H.B.",129,Heliophila rigidiuscula Sond.,South Africa,Transvaal,BARBERTON DIST.; BERLIN; GODWAN RIVER STA,,,0,0,Mpumalanga,y
260788,"Balsinhas, A.A.",2068,Heliophila rigidiuscula Sond.,South Africa,Transvaal,BETW BELFAST AND DULLSTROOM 18 MI FROM BELFAST,,,0,0,Mpumalanga,y
261058,"Grobler, P.J.",PRE 54324,Melolobium calycinum Benth.,South Africa,Transvaal,WELVERDIEND; SANNIESHOF,,,0,0,,
261059,"Louw, W.J.",836,Melolobium calycinum Benth.,South Africa,Transvaal,DELAREYVILLE DIST.,,,0,0,North West,y
261103,"Pole-Evans, I.B.",PRE 13032,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,KAALFONTEIN,,,0,0,,
261106,"Louw, W.J.",64,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,POTCHEFSTROOM DIST.; WELVERDIEND,,,0,0,North West,y
261114,"Schlechter, F.R.R.",3560,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,MOOIFONTEIN,,,0,0,,
261118,"Gilliland, H.B.",MOSS26916,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,WINDSOR PARK,,,0,0,,
261121,"Galpin, E.E.",14567,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,GRASKOP; GRASKOP SPRUIT; HILLS ALONG GRASKOP SPRUIT,,,0,0,,
261127,"Hoffe, M.",4,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,ERMELO DIST.; DARCH,,,0,0,Mpumalanga,y
261130,"Gluckman, E.",MOSS26182,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,FRANKENWALD,,,0,0,,
261132,"Pole-Evans, I.B.",2630A,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,PIET RETIEF DIST; VROEGEVELD,,,0,0,Mpumalanga,y
261133,"Vahrmeijer, J.",1568,Silene burchellii Otth subsp. pilosellifolia (Cham. & Schltd,South Africa,Transvaal,POTCHEFSTROOM DIST.; KOEDOESFONTEIN; 11 MI FROM PARYS TO POTCHEFSTROOM,,,0,0,Free State,y
261137,"Acocks, J.P.H.",498,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,WARMBATHS DIST.,,,0,0,,
261207,"Scheepers, J.C.",878,Silene undulata Aiton subsp. undulata,South Africa,Transvaal,FLORISBAD; EASTERN CAPE; E CORNER OF MERENSKY DAM,,,0,0,,
261214,"Phillips, J.F.V.",467,Silene undulata Aiton,South Africa,Transvaal,HEKPOORT,1/4dg,2527DC,-25.87166,27.62166,,
261215,"Burtt Davy, J.",87,Silene undulata Aiton subsp. undulata,South Africa,Transvaal,LICHTENBURG DIST; MALMANIOOG,,,0,0,North West,y
261216,"van Vuuren, D.R.J.",534,Silene undulata Aiton,South Africa,Transvaal,MAGALIESBERG; BRITS DIST.; SCHEERPOORT,,,0,0,North West,y
261219,"Henrici, M.G.A.",1467,Silene undulata Aiton subsp. undulata,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT FARM 10,,,0,0,Mpumalanga,y
261226,"Wells, M.J.",2441,Silene undulata Aiton,South Africa,Transvaal,KRUGERSDORP DIST.; JACK SCOTT PRIVATE NAT RES,,,0,0,Gauteng,y
261228,"Codd, L.E.W.",3963,Silene undulata Aiton,South Africa,Transvaal,WATERBERG MTS.; WATERBERG DIST.; GROOTHOEK FARM 1246 W EXTREMITY OF WATERBERG MT,,,0,0,Limpopo,y
261317,"Pole-Evans, I.B.",3970,Aizoon canariense L.,South Africa,Transvaal,ZOUTPANSBERG DIST.,,,0,0,,
261572,"van Vuuren, D.R.J.",532,Lepidium africanum (Burm.f.) DC. subsp. africanum,South Africa,Transvaal,MAGALIESBERG; BRITS DIST.; SCHEERPOORT S. LIGGENDE KLOOF OF MT.,,,0,0,North West,y
261573,"Strey, R.G.",2978,Lepidium africanum (Burm.f.) DC. subsp. africanum,South Africa,Transvaal,PRETORIA DIST.; WILLOW PARK,,,0,0,Gauteng,y
261602,School Ermelo Convent,137,Lepidium schinzii Thell.,South Africa,Transvaal,ERMELO DIST.,,,0,0,Mpumalanga,y
261603,"Mogg, A.O.D.",16840,Lepidium schinzii Thell.,South Africa,Transvaal,JOHANNESBURG DIST.; ELANDSFONTEIN; WITKOPPIES FARM NO 7,,,0,0,Gauteng,y
261604,"Watt, J.M.",1636,Lepidium schinzii Thell.,South Africa,Transvaal,WAKKERSTROOM DIST.,,,0,0,Mpumalanga,y
261606,"Pole-Evans, I.B.",304,Lepidium schinzii Thell.,South Africa,Transvaal,RIETFONTEIN,,,0,0,,
262091,"Mogg, A.O.D.",22819,Melolobium subspicatum Conrath,South Africa,Transvaal,KRUGERSDORP DIST.; WATERVAL 74 2 MI WNW KRUGERSDORP,,,0,0,Gauteng,y
262170,"Galpin, E.E.",1270,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,MT SIDES BETWEEN BARBERTON AND DEVILS BRIDGE NR BOSCH'S,,,0,0,Mpumalanga,y
262173,"Pole-Evans, I.B.",PRE 12857,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,KAALFONTEIN; LEFT SIDE OF STA,,,0,0,,
262177,"Codd, L.E.W.",3962,Silene burchellii Otth var. angustifolia Sond.,South Africa,Transvaal,WATERBERG DIST.; WATERBERG MTS.; W EXTREMITY OF MT ON GROOTHOEK FARM,,,0,0,Limpopo,y
262236,"Crawley, V.G.",TRV 8192,Melolobium microphyllum (L.f.) Eckl. & Zeyh.,South Africa,Transvaal,WOLHUTERSKOP,1/4dg,2527DA,-25.62166,27.62166,North West,y
262237,"Henrici, M.G.A.",1795,Melolobium microphyllum (L.f.) Eckl. & Zeyh.,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT 10,,,0,0,Mpumalanga,y
262239,"Hamilton, B.",TRV 8191,Melolobium microphyllum (L.f.) Eckl. & Zeyh.,South Africa,Transvaal,BLOEMHOF,,,0,0,North West,
262292,"Leistner, O.A.",3162,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,RUSTENBURG; ROOIBOKKRAAL; KROKODILSTAART 3 MI SE OF ROOIBOKKRAAL POST OFFICE,,,0,0,North West,y
262293,"Mogg, A.O.D.",30178,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,HANS MERENSKY NAT. R; 40 MI E OF TZANEEN,,,0,0,,
262294,"Story, R.",6060,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,KRUGERSDORP DIST.; KROKODILSTAART ABOUT 40 MI NW OF THABAZIMBI,,,0,0,Gauteng,y
262297,"Mogg, A.O.D.",24401,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,SALTPAN DIST.,,,0,0,,
262298,"Mogg, A.O.D.",PRE 54395,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,LETABA DIST; STERKRIVIER NO 10,,,0,0,Limpopo,y
262299,"Codd, L.E.W.",3827,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,ZOUTPANSBERG DIST.; DONGOLA RES SCHRODA 615 FARM,,,0,0,,
262300,"Codd, L.E.W.",5335,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,ZOUTPANSBERG DIST.; KRUGER NAT. PARK; DZUNDWENI HILL 11.5 MI SE OF RUNDA MARIA,,,0,0,,
262301,"Story, R.",856,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,WATERBERG DIST.; 5 MI N OF PIENAARS RIVER,,,0,0,Limpopo,y
262303,"Irvine, L.F.",64,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,KRUGERSDORP DIST.; MATLABAS; SAND RIVER SECTION,,,0,0,Gauteng,y
262305,"van der Schijff, H.P.",2220,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,KRUGER NAT. PARK; TUSSEN TSHOKWANE EN SOLONA,,,0,0,,
262306,"Fairall, P.",4619,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,LETABA DIST; KRUGER NAT. PARK; TULAMINA AT PAFURI,,,0,0,Limpopo,y
262314,"Meeuse, A.D.J.",10425,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,WATERBERG DIST.; BETWEEN HERMANUSDOORNS AND ELMESTON 33.5 MI FROM VAALWATER,,,0,0,Limpopo,y
262320,Lawson,TRV 19112,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,DANIELSKUIL,,,0,0,,
262325,"Schlechter, F.R.R.",4241,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,SANDFONTEIN,,,0,0,,
262337,"Zeyher, C.L.P.",1857,Limeum fenestratum (Fenzl) Heimerl var. fenestratum,South Africa,Transvaal,NABY VAALRIVIER EN CALEDONRIVIER,,,0,0,,
262341,"Nelson, W.C.",191,Dianthus micropetalus Ser.,South Africa,Transvaal,VAAL RIVER; HEBRON,,,0,0,,
262346,"Burtt Davy, J.",14370,Dianthus micropetalus Ser.,South Africa,Transvaal,CHRISTIANA DIST.; XIANA ROAD,,,0,0,North West,y
262347,"van Wyk, A.E.",144,Dianthus micropetalus Ser.,South Africa,Transvaal,WOLMARANSSTAD; LEEUFONTEIN,,,0,0,North West,y
262361,"Codd, L.E.W.",2167,Dianthus basuticus Burtt Davy subsp. basuticus var. basuticu,South Africa,Transvaal,BETHAL DIST; LESLIE; 2.5 MI E OF LESLIE,,,0,0,Mpumalanga,y
262364,"Werdermann, E.",2228,Dianthus basuticus Burtt Davy subsp. basuticus var. basuticu,South Africa,Transvaal,VOSSMANS BEACON,1/4dg,2630BA,-26.12166,30.62166,Mpumalanga,y
262396,"Burtt Davy, J.",1796,Vaccaria hispanica (Mill.) Rauschert var. hispanica,South Africa,Transvaal,STANDERTON DIST.; BEGINSEL FARM,,,0,0,Mpumalanga,y
262629,"Burtt Davy, J.",14042,Lepidium africanum (Burm.f.) DC. subsp. africanum,South Africa,Transvaal,VRYBURG DIV.; ZWARTFONTEIN; JOHN COMBRINK'S FARM,,,0,0,North West,y
262632,"Theron, J.J.",737,Lepidium africanum (Burm.f.) DC. subsp. africanum,South Africa,Transvaal,POTCHEFSTROOM DIST.; LAERSBERG,,,0,0,North West,y
262634,"Theron, J.J.",1303,Lepidium africanum (Burm.f.) DC. subsp. africanum,South Africa,Transvaal,POTCHEFSTROOM DIST.; KLIPDRIFT; E OF POTCHEFSTROOM,,,0,0,North West,y
262637,"Burtt Davy, J.",7252,Lepidium africanum (Burm.f.) DC. subsp. africanum,South Africa,Transvaal,LYDENBURG DIST; SCHOEMANSKLOOF,,,0,0,Mpumalanga,y
262655,"Schlieben, H-J E",8302,Crotalaria capensis Jacq.,South Africa,Transvaal,LOUIS TRICHARDT DIST; LEJUMA; BERGPLAAS,1/4dg,2329AB,-23.12166,29.37166,,
262717,"Henrici, M.G.A.",1545,Melolobium wilmsii Harms,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT 10 FARM,,,0,0,Mpumalanga,y
262718,"Henrici, M.G.A.",1099,Melolobium wilmsii Harms,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT FARM,,,0,0,Mpumalanga,y
262719,"Tennant, E.",PRE 54410,Melolobium wilmsii Harms,South Africa,Transvaal,ERMELO DIST.,,,0,0,Mpumalanga,y
262720,"Bolus, H.",11779,Melolobium wilmsii Harms,South Africa,Transvaal,CAROLINA DIST.; WONDERFONTEIN STA.,,,0,0,Mpumalanga,y
262721,"Gilfillan, D.F.",7170,Melolobium wilmsii Harms,South Africa,Transvaal,MIDDELBURG DIST.; WITBANK STA.,,,0,0,Mpumalanga,y
262722,Galpin,7170,Melolobium wilmsii Harms,South Africa,Transvaal,WITBANK STA.,,,0,0,Mpumalanga,y
262723,Thode,A1585,Melolobium wilmsii Harms,South Africa,Transvaal,MIDDELBURG DIST.,,,0,0,,
262724,"Dyer, R.A.",4158A,Melolobium wilmsii Harms,South Africa,Transvaal,ERMELO DIST.; NOOITGEDACHT EXP FARMS,,,0,0,Mpumalanga,y
262736,School Ermelo Convent,64,Melolobium exudans Harv.,South Africa,Transvaal,ERMELO DIST.,,,0,0,Mpumalanga,y
263219,"Louw, W.J.",373,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,POTCHEFSTROOM DIST; BANK STA,1/4dg,2627BC,-26.37166,27.62166,North West,y
263221,"Burtt Davy, J.",7622,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,LYDENBURG DIV,,,0,0,Mpumalanga,y
263222,School Ermelo Convent,134,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,ERMELO DIST.,,,0,0,Mpumalanga,y
263224,"Mogg, A.O.D.",PRE 15528,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,UNION BUILDINGS CAMP,,,0,0,,
263279,"Leendertz, R.",812,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,WATERVAL RIVER,,,0,0,,
263284,"Pott-Leendertz, R.",3342,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,RUSTENBURG,1/4dg,2527BA,-25.12166,27.62166,North West,
263286,"Theron, J.J.",723,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,POTCHEFSTROOM DIST.; LOSBERG,1/4dg,2627CB,-26.62166,27.37166,North West,y
263289,"van der Westhuizen, J.C.",207,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,POTCHEFSTROOM DIST.,,,0,0,North West,y
263296,"Posthuma, I.",35,Erucastrum austroafricanum Al-Shehbaz & Warwick,South Africa,Transvaal,BWETHAL DIST; NR THE SCHOOL,,,0,0,,
263318,"Bradfield, R.D.",317,Coronopus integrifolius (DC.) Spreng.,South Africa,Transvaal,EAST RAND,,,0,0,,
263319,"Louw, W.J.",1609,Coronopus integrifolius (DC.) Spreng.,South Africa,Transvaal,POTCHEFSTROOM DIST.,,,0,0,North West,y
263458,"Burtt Davy, J.",9145,Lepidium transvaalense Marais,South Africa,Transvaal,HEIDELBERG DIST.; UITGEVALLEN 197 FARM,,,0,0,,
263489,"Mogg, A.O.D.",16839,Lepidium bonariense L.,South Africa,Transvaal,JOHANNESBURG DIST.; ELANDSFONTEIN; THE PATCH FARM WITKOPPIES NR 7,,,0,0,Gauteng,y
263494,"Coetzee, B.J.",379,Lepidium bonariense L.,South Africa,Transvaal,DUNNINGKAMP; UITKOMST 499 JQ FARM,1/4dg,2527DD,-25.87166,27.87166,,
263495,"Theron, G.K.",1970,Lepidium bonariense L.,South Africa,Transvaal,LOSKOP DAM NAT. RES.; MIDDELBURG/WITBANK LOSKOPDAM KAMPTERREIN,1dg,2529,-25.5,29.86666,Mpumalanga,y
263550,"Smith, C.A.",1448,Lepidium virginicum L.,South Africa,Transvaal,PRETORIA DIST.; APIES RIVER; ON RIGHT BANK OF RIVER NR POPLAR GROVE AT  THE DRIFT,1/4dg,2528AD,-25.37166,28.37166,Gauteng,y
263562,"Louw, W.J.",1516,Lepidium sp.,South Africa,Transvaal,POTCHEFSTROOM DIST.; BUFFELDOORNS,1/4dg,2627CB,-26.62166,27.37166,North West,y
263583,"Melle, H.A.",PRE 54490,Crotalaria rhodesiae Baker f.,South Africa,Transvaal,SOIL EROSION CAMP OF NATIVE AFFAIRS,,,0,0,,
263590,Curator Pretoria Bot. Garden,PRE 54491,Crotalaria natalitia Meisn. var. natalitia,South Africa,Transvaal,PIETERSBURG DIST.,,,0,0,Limpopo,y
263591,"Williamson, E.",258,Crotalaria natalitia Meisn. var. natalitia,South Africa,Transvaal,RIMERS CREEK,,,0,0,,
263594,"Breijer, H.G.",PRE 54493,Crotalaria natalitia Meisn. var. natalitia,South Africa,Transvaal,LOUIS TRICHARDT DIST,,,0,0,,
263602,"Breijer, H.G.",PRE 54496,Crotalaria natalitia Meisn. var. natalitia,South Africa,Transvaal,SILWANE,,,0,0,,
263632,"Beyer, G.",TRV 21191,Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa,South Africa,Transvaal,WATERBERG DIST.; MAPELA,,,0,0,Limpopo,y
263647,"van der Schijff, H.P.",1671,Crotalaria sphaerocarpa Perr. ex DC. subsp. sphaerocarpa,South Africa,Transvaal,KRUGER NAT. PARK DIS; KOMAPITE,,,0,0,,
263727,"Smuts, J.C.",PRE 54467,Crotalaria damarensis Engl.,South Africa,Transvaal,WATERBERG DIST.,,,0,0,Limpopo,y
263768,"Breijer, H.G.",TRV 21595,Crotalaria podocarpa DC.,South Africa,Transvaal,ZOUTPANSBERG DIST.; TOKWE; RICHMOND FARM,,,0,0,,
263773,"Meeuse, A.D.J.",9563,Crotalaria podocarpa DC.,South Africa,Transvaal,POTGIETERSRUST DIST.; GRASS VALLEY; DOORNPOORT FARM 2 MI FROM GRASS VALLEY OM RD TO ROEDTAN (REHMANN'S KLIPPAN),,,0,0,,
263774,"van der Schijff, H.P.",1925,Crotalaria podocarpa DC.,South Africa,Transvaal,KRUGER NAT. PARK DIS; SHONWANE,,,0,0,,
263776,"van der Schijff, H.P.",94,Crotalaria podocarpa DC.,South Africa,Transvaal,KRUGER NAT. PARK; EASTERN CAPE; HALFWAY BETW LETABA AND MALAPANE,,,0,0,Limpopo,y
263932,"Nelson, W.C.",334,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,"Potchefstroom Disrtict, Mooi River.",,,0,0,North West,y
263933,"Louw, W.J.",1070,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,POTCHEFSTROOM DIST.; WELVERDIEND,,,0,0,North West,y
263935,"Louw, W.J.",103,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,WELVERDIEND,,,0,0,,
263939,"Codd, L.E.W.",10409,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,PIETERSBURG DIST.; WOLKBERG; PAARDEVLEI FARM 12.5 MI S OF BOYNE,,,0,0,Limpopo,y
263944,"Coetzee, B.J.",396,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,UITKOMST 499 TO FARM; TUSSEN LIKKEWAANDRIFT EN GRAFTE NABY AFDRAAIPAD,1/4dg,2527DD,-25.87166,27.87166,,
263946,"Marloth, H.W.R.",3730,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,JOHANNESBURG DIST.,,,0,0,Gauteng,y
263952,"Schlechter, F.R.R.",3743,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,WILGE RIVER,,,0,0,,
263971,"Burtt Davy, J.",5433,Dianthus transvaalensis Burtt Davy,South Africa,Transvaal,ERMELO DIST.,,,0,0,Mpumalanga,y
263997,"van Niekerk, M.",TRV 7520,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,GREAT OLIFANTS RIVER,,,0,0,,
263999,"Acocks, J.P.H.",21977,Dianthus mooiensis F.N.Williams subsp. mooiensis var. mooien,South Africa,Transvaal,KRUGERSDORP DIST.; 1.8 MI NE OF DERBY STA,,,0,0,Gauteng,y
264004,"Wilms, F.",57,Dianthus mooiensis F.N.Williams subsp. mooiensis var. dentat,South Africa,Transvaal,LYDENBURG DIST; BY DIE DORP,,,0,0,Mpumalanga,y
264006,"Galpin, E.E.",1269,Dianthus mooiensis F.N.Williams subsp. mooiensis var. dentat,South Africa,Transvaal,BETWEEN BARBERTON AND SWAZILAND MT SIDES,,,0,0,Mpumalanga,y
264010,"Burtt Davy, J.",PRE 3164,Dianthus mooiensis F.N.Williams subsp. mooiensis var. dentat,South Africa,Transvaal,STANDERTON DIST.,,,0,0,Mpumalanga,y
264022,"Prosser, L.N.",1821,Dianthus zeyheri Sond. subsp. zeyheri,South Africa,Transvaal,18 MI S OF PIETERSBURG,,,0,0,Limpopo,y
264025,"Dyer, R.A.",3435,Dianthus zeyheri Sond. subsp. zeyheri,South Africa,Transvaal,DRAKENSBERG; CROCODILE POORT; ON KOPJE SLOPE,,,0,0,,
264026,"Story, R.",1005,Dianthus zeyheri Sond. subsp. zeyheri,South Africa,Transvaal,RUSTENBURG; DOORNHOEK; S BORDER OF PILANSBERG,,,0,0,North West,y
264027,"Prosser, L.N.",1121,Dianthus zeyheri Sond. subsp. zeyheri,South Africa,Transvaal,MAGALIESBERG; 5 MI NE OF HARTEBEESPOORT,,,0,0,North West,y
264043,"Pegler, A.M.",1070,Dianthus zeyheri Sond. subsp. zeyheri,South Africa,Transvaal,KRUGERSDORP DIST.,,,0,0,Gauteng,y
264044,"Stent, S.M.",PRE 2076,Dianthus zeyheri Sond. subsp. zeyheri,South Africa,Transvaal,KRUGERSDORP DIST.; DRAKENSBERG; DE KROON FARM,,,0,0,Gauteng,y
264051,"Codd, L.E.W.",1099,Dianthus zeyheri Sond. subsp. zeyheri,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; DOORNHOEK FARM S SIDE OF MT,1/4dg,2527AA,-25.12166,27.12166,North West,y
264247,Schroeder,12586,Argyroderma patens L.Bolus,South Africa,Transvaal,NAMAQUALAND; NAT BOT GARDEN,,,0,0,Northern Cape,y
264426,"Burtt Davy, J.",7253,Brassica rapa L.,South Africa,Transvaal,LYDENBURG DIST; SCHOEMANSKLOOF,,,0,0,Mpumalanga,y
264442,"Burtt Davy, J.",1737,Sinapis arvensis L.,South Africa,Transvaal,SPRINGBOK FLATS,,,0,0,,
264443,"Burtt Davy, J.",1795,Sinapis arvensis L.,South Africa,Transvaal,STANDERTON DIST.; BEGINSEL FARM,,,0,0,Mpumalanga,y
264487,Thode,A2786,Sisymbrium turczaninowii Sond.,South Africa,Transvaal,MIDDELBURG DIST.; WITBANK; ZONDAGSFONTEIN,,,0,0,Mpumalanga,y
264488,"Bradfield, R.D.",313,Sisymbrium turczaninowii Sond.,South Africa,Transvaal,EAST RAND,,,0,0,,
264523,"Acocks, J.P.H.",8895,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,WATERBERG DIST.; TOWOOMBA,,,0,0,Limpopo,y
264525,"Repton, J.E.",801,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,SPRINGBOK FLATS; WARMBATHS,,,0,0,,
264530,"Steyn, D.G.",PRE 54527,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,PIETERSBURG DIST.; KALKFONTEIN,,,0,0,Limpopo,y
264532,"Schweickerdt, H.G.W.J.",1024,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,PIETERSBURG DIST.; ABOUT 10 MI FROM PIETERSBURG ALONGSIDE RD TO MUNNIK,,,0,0,Limpopo,y
264538,"Sidey, J.L.",1380,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,SPRINGBOK FLATS; WARMBATHS DIST.; TOWOOMBA,,,0,0,,
264541,"van der Schijff, H.P.",360,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,KRUGER NAT. PARK; FAAI VELDWAGTERSPOS,,,0,0,,
264542,Baines,1870,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,GOLD FIELDS,,,0,0,,
264543,"Smuts, J.C.",3536,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,KRUGER NAT. PARK; BETW GORGE AND OLIFANTS RIVER,,,0,0,,
264546,"van der Schijff, H.P.",4001,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,KRUGER NAT. PARK; KOMATI RIVER POORT,,,0,0,,
264547,"Gerstner, J.",6065,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,VANETZI VALLEY,,,0,0,,
264552,"Grobbelaar, N.",864,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,SOUTPANSBERG DIST.; DE GLADDE KLIP KOP; RAMAGOEP SE LOKASIE 2 MI E VAN  DE GLADDE KLIP KOP,,,0,0,Limpopo,y
264568,"Liebenberg, L.C.C.",4381,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,LOUIS TRICHARDT DIST,,,0,0,,
264572,"Schweickerdt, H.G.W.J.",1024,Crotalaria laburnifolia L. subsp. australis (Baker f.) Polhi,South Africa,Transvaal,PIETERSBURG DIST.; ABOUT 10 MI FROM PIETERSBURG ALONGSIDE RD TO MUNNIK,,,0,0,Limpopo,y
