BRAHMS,COLLECTOR,NUMBER,SPECIES,COUNTRY,MAJORAREA,LOCNOTES,LLRES,QDS,LATDEC,LONGDEC,updatedProv,Check
330577,"van Wyk, A.E.",1751,Rhynchosia crassifolia Benth. ex Harv.,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN HANG VAN BERG WES VAN KOMMANDONEK. TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,North West,y
330578,"van Wyk, A.E.",1759,Rhynchosia nitens Benth. ex Harv.,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN HANG VAN BERG. WES VAN KOMMANDONEK. TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,North West,y
330580,"van Wyk, A.E.",1750,Dolichos angustifolius Eckl. & Zeyh.,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN HANG VAN BERG WES VAN KOMMANDONEK  TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,North West,y
330581,"van Wyk, A.E.",1755,Dolichos linearis E.Mey.,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN HANG VAN BERG WES VAN KOMMANDONEK. TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,North West,y
330622,"Burger, G.H.",311,Crassula setulosa Harv. var. setulosa forma setulosa,South Africa,Transvaal,HEIDELBERG DIST.; ARABELLA STUD,1dg,2628,-26.5,28.36666,,
330653,"Bredenkamp, G.J.",1491,Boerhavia diffusa L. var. diffusa,South Africa,Transvaal,PILGRIMS REST DIST.; MANYELETI GAME RES. DIXIE,1/2dg,2431A,-24.25,31.25,Mpumalanga,y
330905,"Louw, W.J.",1704,Equisetum ramosissimum Desf. subsp. ramosissimum,South Africa,Transvaal,VAAL RIVER; POTCHEFSTROOM DIST.; NOOITGEDACHT OP EILAND IN VAALRIVIER,,,0,0,North West,y
330911,"Strey, R.G.",3589,Anemia dregeana Kunze,South Africa,Transvaal,PILGRIMS REST DIST.; LOTHAIR,,,0,0,Mpumalanga,y
330912,Thomson,CH 10146,Anemia simii Tardieu,South Africa,Transvaal,ZEBEDIELA; GROOTHOEK; BLACK REEF,,2429,0,0,Limpopo,y
330924,"Phillips, J.F.V.",481,Selaginella mittenii Baker,South Africa,Transvaal,HEKPOORT,1/4dg,2527DC,-25.87166,27.62166,,
330940,"Obermeyer, A.A.",TRV 1926C,Lycopodiella cernua (L.) Pic.Serm.,South Africa,Transvaal,MAGALIESBURG; RUSTENBURG DIST.; JACKSONSTUIN,1/4dg,2527DA,-25.62166,27.62166,North West,
330987,"Mogg, A.O.D.",37059,Indigastrum argyraeum (Eckl. & Zeyh.) Schrire,South Africa,Transvaal,80 MI. OF NYLSTROOM,,,0,0,,
331056,"van Wyk, A.",1760,Hypericum aethiopicum Thunb. subsp. sonderi (Bredell) N.Robs,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN S-HANG VAN BERG NET W. VAN KOMMANDONEK TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,North West,y
331118,"Venter, S.",1136,Agelanthus natalitius (Meisn.) Polhill & Wiens subsp. zeyher,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; FOOT OF ROOIKOPPE,1/4dg,2527AA,-25.12166,27.12166,North West,y
331228,"Lake, O.",PRE 56989,Salvinia molesta D.S.Mitch.,South Africa,Transvaal,VAAL RIVER; TAAIBOS; NR. TAAIBOS TRIBUTARY,,,0,0,,
331282,"Repton, J.E.",5B,Didymochlaena luctuosum (Kunze) T.Moore,South Africa,Transvaal,NORTHERN TRANSVAAL,,,0,0,,
331580,"Balsinhas, A.A.",3020,Tapinanthus quequensis (Weim.) Polhill & Wiens,South Africa,Transvaal,PRETORIA; NR. SILKAATSNEK RES.,1/4dg,2527DB,-25.62166,27.87166,Gauteng,y
331760,"van Wyk, A.E.",1745,Searsia zeyheri (Sond.) Moffett,South Africa,Transvaal,MAGALIESBURG; KOMMANDONEK; TEENOOR STEENMAKERY AAN S. HANG VAN BERGNET  W. VAN KOMMANDONEK,1/4dg,2527DB,-25.62166,27.87166,,
331801,"Venter, S.",1134,Drimia uniflora J.C.Manning & Goldblatt,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; NR. POLICE STA. ON GENL. SMUTS'S FARM,1/4dg,2527AA,-25.12166,27.12166,North West,y
331820,"Venter, S.",1137,Scadoxus puniceus (L.) Friis & Nordal,South Africa,Transvaal,"RUSTENBURG DIST.; PILANESBERG; MAHOBIESKRAAL, ON KOPPIE NEXT TO RD. TO  MATOOSTER",1/4dg,2527AA,-25.12166,27.12166,North West,y
331825,"Venter, S.",1113,Asparagus virgatus Baker,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; ON FARM OF GENL. SMUTS AT TOP OF GENERAAL'S KLOOF,1/4dg,2527AA,-25.12166,27.12166,North West,y
331977,"van Wyk, A.E.",1742,Salacia rehmannii Schinz,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; TEENOOR STEENMAKERY KLOOF AAN S. HANG VAN BERG NET WES VAN NEK,1/4dg,2527DB,-25.62166,27.87166,North West,y
331982,"van Wyk, A.E.",1761,Pterocelastrus echinatus N.E.Br.,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN S. HANG VAN BERG NET W. VAN NEK TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,North West,y
332196,"Codd, L.E.W.",6563,Commiphora schimperi (O.Berg) Engl.,South Africa,Transvaal,BRITS DIST.; ASSEN; 7 MI. N. OF ASSEN HILLSIDE NR. JUNCTION OF PIENAARS & CROCODILE RIVERS,1/4dg,2527BA,-25.12166,27.62166,North West,y
332207,"Hutchinson, J.",2489,Commiphora harveyi (Engl.) Engl.,South Africa,Transvaal,23 MI. FROM BARBERTON TO LOUWS CREEK,1/4dg,2531CB,-25.62166,31.37166,Mpumalanga,
332208,"Codd, L.E.W.",6714,Commiphora harveyi (Engl.) Engl.,South Africa,Transvaal,LYDENBURG DIST.; BRANDDRAAI; 4 MI. N. OF BRANDDRAAI HILLSIDE,1/4dg,2430DA,-24.62166,30.62166,Mpumalanga,y
332223,"Acocks, J.P.H.",24432,Asclepias brevipes (Schltr.) Schltr.,South Africa,Transvaal,PRETORIA DIST.; 25.6 KM. W. OF PRETORIA,1/4dg,2527DD,-25.87166,27.87166,Gauteng,y
332249,"Botha, D.J.",1364,Searsia rogersii (Schonland) Moffett,South Africa,Transvaal,BLYDE RIVER; BLYDEPOORT; VLIEGVELD,1/4dg,2430DB,-24.62166,30.87166,,
332452,"Mogg, A.O.D.",35843,Cissus sp.,South Africa,Transvaal,BROEDERSTROOM DIST.; KALKHEUVEL FARM 15 MI. S. OF HARTBEESPOORT DAM,1/4dg,2527DD,-25.87166,27.87166,,
332453,"Venter, S.",1115,Erythrophysa transvaalensis I.Verd.,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; GENERAALS KLOOF NR. PILANESBERG POLICE STA.,1/4dg,2527AA,-25.12166,27.12166,North West,y
332454,"Venter, S.",1138,Gymnosporia buxifolia (L.) Szyszyl.,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; MAHOBIESKRAAL LANGS BRUG,1/4dg,2527AA,-25.12166,27.12166,North West,y
332462,"Venter, S.",1123,Acalypha angustata Sond.,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; MT. NR. POLICE STA. AT GENERAALS KLOOF,1/4dg,2527AA,-25.12166,27.12166,North West,y
332528,"Van Jaarsveld, E.J.",1138,Marsdenia sylvestris (Retz.) P.I.Forst.,South Africa,Transvaal,KROKODILPOORT; 28 KM. FROM NELSPRUIT TOWARDS KAAP MUIDEN,1dg,2531,-25.5,31.36666,Mpumalanga,y
332594,"Venter, S.",1141,Nuxia congesta R.Br. ex Fresen.,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; ON TOP OF ROOIKOPPIES NR. POLICE STA.,1/4dg,2527AA,-25.12166,27.12166,North West,y
333191,"Burger, G.H.",316,Isoglossa grantii C.B.Clarke,South Africa,Transvaal,HARTEBEESTPOORT DAM; NEFDT,1/4dg,2527DD,-25.87166,27.87166,,
333198,"Burger, G.H.",353,Vangueria cyanescens Robyns,South Africa,Transvaal,MAGALIESBERG; THIS IS IT FARM,1/4dg,2527DC,-25.87166,27.62166,North West,y
333223,"van Wyk, A.E.",1757,Aster harveyanus Kuntze,South Africa,Transvaal,MAGALIESBURG; KOMMANDONEK; KLOOF AAN S. HANG VAN BERG NET W. VAN KOMMANDONEK TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,,
333280,"van Wyk, A.E.",1756,Trochomeria debilis (Sond.) Hook.f.,South Africa,Transvaal,MAGALIESBURG; KOMMANDONEK; KLOOF AAN S. HANG VAN BERG NET W. VAN KOMMANDONEK TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,,
333328,"Mogg, A.O.D.",37265,Acanthosicyos naudinianus (Sond.) C.Jeffrey,South Africa,Transvaal,HAENERTSBURG; KLIPDRIFT 4 MI. N. OF HAMMANSKRAAL,1/4dg,2528AD,-25.37166,28.37166,,
333508,"van Wyk, A.E.",1762,Stachys natalensis Hochst. var. natalensis,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN S. HANG VAN BERG NET W. VAN KOMMANDONEK TEENOOR STEENMAKERY,1/4dg,2527DB,-25.62166,27.87166,North West,y
333553,"van Wyk, A.E.",1748,Trichodesma physaloides (Fenzl) A.DC.,South Africa,Transvaal,MAGALIESBERG; KOMMANDONEK; KLOOF AAN S HANG VAN BERG NET WES VAN KOMMANDONEK,1/4dg,2527DB,-25.62166,27.87166,North West,y
333831,"Biggs, D.C.",223,Psydrax livida (Hiern) Bridson,South Africa,Transvaal,BRITS DIST.; VEEKRAAL FARM,1/4dg,2527DA,-25.62166,27.62166,North West,
334170,"Venter, S.",1128,Pentanisia angustifolia (Hochst.) Hochst.,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; GENERAALS KLOOF FARM,1/4dg,2527AA,-25.12166,27.12166,North West,y
334593,"Pienaar, J.N.",878,Adenostemma caffrum DC.,South Africa,Transvaal,HENNOPS PRIDE; HENNOPS RIVER; NABY HENNOPS PRIDE,1/4dg,2527DD,-25.87166,27.87166,,
334609,"Pienaar, J.N.",880,Conyza scabrida DC.,South Africa,Transvaal,HENNOPS PRIDE; HENNOPS RIVER,1/4dg,2527DD,-25.87166,27.87166,,
334728,"Venter, S.",1108,Ehretia rigida (Thunb.) Druce subsp. nervifolia Retief & A.E,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; NR. DISUSED SCHOOL,1/4dg,2527AA,-25.12166,27.12166,North West,y
334739,"Louw, W.J.",PRE 32647,Cycnium tubulosum (L.f.) Engl. subsp. tubulosum,South Africa,Transvaal,MODDER EAST,,,0,0,,
334886,"Venter, S.",1121,Vernonia galpinii Klatt,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; NR. POLICE STA.,1/4dg,2527AA,-25.12166,27.12166,North West,y
334895,"Pienaar, J.N.",732,Veronica anagallis-aquatica L.,South Africa,Transvaal,HENNOPS PRIDE; HENNOPS RIVER; 5 KM. VANAF HENNOPS PRIDE NA HARTBEESPOORTDAM,1/4dg,2527DD,-25.87166,27.87166,,
334935,"Codd, L.E.W.",6786,Rhamphicarpa brevipedicellata O.J.Hansen,South Africa,Transvaal,HELPMEKAAR DIST.; 8 MI. NE. OF HELPMEKAAR,,,0,0,,
335292,"van Greuning, J.V.",231,Canthium inerme (L.f.) Kuntze,South Africa,Transvaal,BLYDE RIVER CANYON; 19 KM. N. VAN KAMP LANGS BOONSTE PAD,1/4dg,2430DB,-24.62166,30.87166,,
335315,"van Greuning, J.V.",295,Cephalanthus natalensis Oliv.,South Africa,Transvaal,PILGRIMS REST DIST.; BOURKES LUCK POTHOLE,1/4dg,2430DB,-24.62166,30.87166,Mpumalanga,y
335425,"Liebenberg, L.C.C.",8691,Hibiscus calyphyllus Cav.,South Africa,Transvaal,HENNOPS RIVER; NABY SKOOL IN DROE RIVIERLOOP,1/4dg,2527DD,-25.87166,27.87166,,
335505,"Venter, S.",1143,Euclea natalensis A.DC. subsp. angustifolia F.White,South Africa,Transvaal,RUSTENBURG DIST.; PILANESBERG; AT FOOT OF GENERAALS KLOOF NR. POLICE STA.,1/4dg,2527AA,-25.12166,27.12166,North West,y
335571,"Leendertz, R.",TRV 7210,Huernia loeseneriana Schltr.,South Africa,Transvaal,PRETORIA; APIES RIVER,1/4dg,2528AD,-25.37166,28.37166,Gauteng,y
335574,"Thomella, R.",PRE 43946,Huernia hystrix (Hook.f.) N.E.Br. subsp. hystrix,South Africa,Transvaal,OLIFANTS RIVER; ABOUT 15 MI. FROM WITBANK WHERE KLIPSPRUIT ENTERS,,,0,0,Mpumalanga,y
335620,"Botha, D.J.",1937,Pterocelastrus echinatus N.E.Br.,South Africa,Transvaal,BLYDE RIVER CANYON N; W. KANT VAN STROOM,1/4dg,2430DB,-24.62166,30.87166,,
335626,"Botha, D.J.",1950,Searsia natalensis (Bernh. ex C.Krauss) F.A.Barkley,South Africa,Transvaal,BLYDE RIVER CANYON N; OOSTEKANT VAN HOOFSTROOM,1/4dg,2430DB,-24.62166,30.87166,,
335676,"Hardy, D.S.",4028,Ceropegia rendallii N.E.Br.,South Africa,Transvaal,ZOUTPANSBERG; MAQEQUAS POORT,,,0,0,,
335694,"Botha, D.J.",1940,Heteromorpha pubescens Burtt Davy,South Africa,Transvaal,BLYDE RIVER CANYON N; NATUURWANDELPAD AAN W. KANT VAN HOOFSTROOM BOKANT DAM,1/4dg,2430DB,-24.62166,30.87166,,
335827,"van Greuning, J.V.",294,Mystroxylon aethiopicum (Thunb.) Loes. subsp. aethiopicum,South Africa,Transvaal,BLYDE RIVER CANYON,1/4dg,2430DB,-24.62166,30.87166,,
335877,"Botha, D.J.",1938,Pterocelastrus echinatus N.E.Br.,South Africa,Transvaal,BLYDE RIVER CANYON N; AAN WESTEKANT VAN HOOFSTROOM,1/4dg,2430DB,-24.62166,30.87166,,
335978,"van Greuning, J.V.",291,Sphedamnocarpus pruriens (A.Juss.) Szyszyl. subsp. pruriens,South Africa,Transvaal,LYDENBURG DIST.; BLYDEPOORT OPENBARE OORD,1/4dg,2430DB,-24.62166,30.87166,Mpumalanga,y
336093,"Codd, L.E.W.",7702,Lydenburgia cassinoides N.Robson,South Africa,Transvaal,LYDENBURG DIST.; SEKUKUNILAND; MOOIHOEK CHROME MINE NEAR DRIEHOEK.,1/4dg,2430CA,-24.62166,30.12166,Mpumalanga,y
336096,"Pienaar, J.N.",883,Maytenus undata (Thunb.) Blakelock,South Africa,Transvaal,HENNOPS PRIDE; HENNOPS RIVER,1/4dg,2527DD,-25.87166,27.87166,,
